種類,,icon,名前,継承元,URL,使いそう度,使いそう度,❓よく知らない,一言で,概要、こういうときに使う,翻訳から編集したかどうか,en,概要ja,2D　のゲームで使うかも,3D　のゲームで使うかも,VR,UI,Data,Image,Audio,Physic,Anim,Shader,Editor,Base
Type,,PackedVector3Array,PackedVector3Array,なし,📑,⭐⭐⭐,3,,,[Vector3]の詰め込まれた配列。,,A packed array of [Vector3]s.,[Vector3]の詰め込まれた配列。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PacketPeer,RefCounted                < Object,📑,⭐⭐,2,,,パケットベースのプロトコルの抽象化とベースクラス。,,Abstraction and base class for packet-based protocols.,パケットベースのプロトコルの抽象化とベースクラス。,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
OtherObject,,Object,PacketPeerDTLS,PacketPeer                < RefCounted < Object,📑,⭐,1,❓,,DTLSパケットピア。,,DTLS packet peer.,DTLSパケットピア。,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PacketPeerExtension,PacketPeer                < RefCounted < Object,📑,⭐,1,❓,, - ,,-, - ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PacketPeerStream,PacketPeer                < RefCounted < Object,📑,⭐,1,,,StreampeerでPacketPeerを使用するラッパー。,,Wrapper to use a PacketPeer over a StreamPeer.,StreampeerでPacketPeerを使用するラッパー。,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PacketPeerUDP,PacketPeer                < RefCounted < Object,📑,⭐,1,❓,,UDPパケットピア。,,UDP packet peer.,UDPパケットピア。,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Control,,Panel,Panel,Control                < CanvasItem < Node < Object,📑,⭐⭐⭐⭐,4,,,[コントロール]子供に不透明な背景を提供します。,,Provides an opaque background for [Control] children.,[コントロール]子供に不透明な背景を提供します。,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Control,,PanelContainer,PanelContainer,Container                < Control < CanvasItem < Node < Object,📑,⭐⭐⭐⭐,4,,,パネルコンテナタイプ。,,Panel container type.,パネルコンテナタイプ。,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,PanoramaSkyMaterial,PanoramaSkyMaterial,Material                < Resource < RefCounted < Object,📑,⭐⭐,2,,,[Sky]で使用される[素材]背景テクスチャを描画します。,,A [Material] used with [Sky] to draw a background texture.,[Sky]で使用される[素材]背景テクスチャを描画します。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node,,ParallaxBackground,ParallaxBackground,CanvasLayer                < Node < Object,📑,⭐⭐⭐,3,,,視差スクロールの背景を作成するために使用されるノード。,,A node used to create a parallax scrolling background.,視差スクロールの背景を作成するために使用されるノード。,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node2D,,ParallaxLayer,ParallaxLayer,Node2D                < CanvasItem < Node < Object,📑,⭐⭐⭐,3,,,[Parallaxbackground]で使用する視差スクロール層。,,A parallax scrolling layer to be used with [ParallaxBackground].,[Parallaxbackground]で使用する視差スクロール層。,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Resource,,ParticleProcessMaterial,ParticleProcessMaterial,Material                < Resource < RefCounted < Object,📑,⭐⭐,2,,,[gpuparticles3d]および[gpuparticles2d]ノードの粒子特性。,,Particle properties for [GPUParticles3D] and [GPUParticles2D] nodes.,[gpuparticles3d]および[gpuparticles2d]ノードの粒子特性。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node2D,,Path2D,Path2D,Node2D                < CanvasItem < Node < Object,📑,⭐⭐⭐⭐,4,,,[pathfollow2d]ノードの[curve2d]パスが含まれます。,,Contains a [Curve2D] path for [PathFollow2D] nodes to follow.,[pathfollow2d]ノードの[curve2d]パスが含まれます。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node3D,,Path3D,Path3D,Node3D                < Node < Object,📑,⭐⭐⭐⭐,4,,,[pathfollow3d]ノードが続くための[curve3d]パスが含まれています。,,Contains a [Curve3D] path for [PathFollow3D] nodes to follow.,[pathfollow3d]ノードが続くための[curve3d]パスが含まれています。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node2D,,PathFollow2D,PathFollow2D,Node2D                < CanvasItem < Node < Object,📑,⭐⭐⭐,3,,,[path2d]のポイントサンプラー。,,Point sampler for a [Path2D].,[path2d]のポイントサンプラー。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node3D,,PathFollow3D,PathFollow3D,Node3D                < Node < Object,📑,⭐⭐⭐,3,,,[path3d]のポイントサンプラー。,,Point sampler for a [Path3D].,[path3d]のポイントサンプラー。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PCKPacker,RefCounted                < Object,📑,⭐⭐,2,,,実行中のプロジェクトにロードできるパッケージを作成します。,,Creates packages that can be loaded into a running project.,実行中のプロジェクトにロードできるパッケージを作成します。,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,Performance,Object,📑,⭐⭐,2,,,パフォーマンス関連データを公開します。,,Exposes performance-related data.,パフォーマンス関連データを公開します。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node2D,,Object,PhysicalBone2D,RigidBody2D                < PhysicsBody2D < CollisionObject2D < Node2D < CanvasItem < Node,📑,⭐⭐,2,,,2Dで骨を物理的に認識するために使用できる2Dノード。,,A 2D node that can be used for physically aware bones in 2D.,2Dで骨を物理的に認識するために使用できる2Dノード。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Node3D,,PhysicalBone3D,PhysicalBone3D,PhysicsBody3D                < CollisionObject3D < Node3D < Node < Object,📑,⭐⭐⭐,3,,,警告：不均一なスケールでは、このノードはおそらく予想どおりに機能しません。スケールを均一に保ち（つまり、すべての軸で同じ）、衝突形状のサイズを変更してください。,,Warning: With a non-uniform scale this node will probably not function as expected. Please make sure to keep its scale uniform (i.e. the same on all axes)、 and change the size(s) of its collision shape(s) instead.,警告：不均一なスケールでは、このノードはおそらく予想どおりに機能しません。スケールの均一な状態（つまり、すべての軸で同じ）を必ず確認し、代わりに衝突形状のサイズを変更してください。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Resource,,PhysicalSkyMaterial,PhysicalSkyMaterial,Material                < Resource < RefCounted < Object,📑,⭐⭐⭐,3,,,[空] [素材]物理的に基づいた空に使用されます。,,[Sky] [Material] used for a physically based sky.,[空] [素材]物理的に基づいた空に使用されます。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Node2D,,Object,PhysicsBody2D,CollisionObject2D                < Node2D < CanvasItem < Node < Object,📑,,0,,,2Dスペースの物理学の影響を受けるすべてのオブジェクトのベースクラス。,,Base class for all objects affected by physics in 2D space.,2Dスペースの物理学の影響を受けるすべてのオブジェクトのベースクラス。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
Node3D,,Object,PhysicsBody3D,CollisionObject3D                < Node3D < Node < Object,📑,,0,,,3Dスペースの物理学の影響を受けるすべてのオブジェクトのベースクラス。,,Base class for all objects affected by physics in 3D space.,3Dスペースの物理学の影響を受けるすべてのオブジェクトのベースクラス。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
OtherObject,,Object,PhysicsDirectBodyState2D,Object,📑,⭐,1,❓,,[PhysicsServer2D]の物理本体にオブジェクトを直接アクセスします。,,Direct access object to a physics body in the [PhysicsServer2D].,[PhysicsServer2D]の物理本体にオブジェクトを直接アクセスします。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsDirectBodyState2DExtension,PhysicsDirectBodyState2D                < Object,📑,⭐,1,❓,, - ,,-, - ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsDirectBodyState3D,Object,📑,⭐,1,❓,,[PhysicsServer3D]の物理本体にオブジェクトを直接アクセスします。,,Direct access object to a physics body in the [PhysicsServer3D].,[PhysicsServer3D]の物理本体にオブジェクトを直接アクセスします。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsDirectBodyState3DExtension,PhysicsDirectBodyState3D                < Object,📑,⭐,1,❓,, - ,,-, - ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsDirectSpaceState2D,Object,📑,⭐,1,❓,,[PhysicsServer2D]のスペースにアクセスオブジェクトを直接向上させます。,,Direct access object to a space in the [PhysicsServer2D].,[PhysicsServer2D]のスペースにアクセスオブジェクトを直接向上させます。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsDirectSpaceState2DExtension,PhysicsDirectSpaceState2D                < Object,📑,⭐,1,❓,, - ,,-, - ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsDirectSpaceState3D,Object,📑,⭐,1,❓,,[PhysicsServer3D]のスペースにアクセスオブジェクトを直接向上させます。,,Direct access object to a space in the [PhysicsServer3D].,[PhysicsServer3D]のスペースにアクセスオブジェクトを直接向上させます。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsDirectSpaceState3DExtension,PhysicsDirectSpaceState3D                < Object,📑,⭐,1,❓,, - ,,-, - ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,PhysicsMaterial,Resource                < RefCounted < Object,📑,⭐⭐⭐⭐,4,,,物理特性のための材料。,,A material for physics properties.,物理特性のための材料。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsPointQueryParameters2D,RefCounted                < Object,📑,⭐,1,❓,,2Dポイント物理学クエリに送信されるパラメーター。,,Parameters to be sent to a 2D point physics query.,2Dポイント物理学クエリに送信されるパラメーター。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsPointQueryParameters3D,RefCounted                < Object,📑,⭐,1,❓,,3D Point Physicsクエリに送信されるパラメーター。,,Parameters to be sent to a 3D point physics query.,3D Point Physicsクエリに送信されるパラメーター。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsRayQueryParameters2D,RefCounted                < Object,📑,⭐,1,❓,,2D Ray Physicsクエリに送信されるパラメーター。,,Parameters to be sent to a 2D ray physics query.,2D Ray Physicsクエリに送信されるパラメーター。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsRayQueryParameters3D,RefCounted                < Object,📑,⭐,1,❓,,3D Ray Physicsクエリに送信されるパラメーター。,,Parameters to be sent to a 3D ray physics query.,3D Ray Physicsクエリに送信されるパラメーター。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsServer2D,Object,📑,⭐⭐⭐⭐,4,,,低レベルの2D物理アクセス用のサーバーインターフェイス。,,Server interface for low-level 2D physics access.,低レベルの2D物理アクセス用のサーバーインターフェイス。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsServer2DExtension,PhysicsServer2D                < Object,📑,⭐⭐,2,❓,, - ,,-, - ,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsServer2DManager,Object,📑,⭐⭐,2,❓,,2D Physics Serverの実装のマネージャー。,,Manager for 2D physics server implementations.,2D Physics Serverの実装のマネージャー。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsServer3D,Object,📑,⭐⭐⭐⭐⭐,5,,,低レベルの物理アクセスのためのサーバーインターフェイス。,,Server interface for low-level physics access.,低レベルの物理アクセスのためのサーバーインターフェイス。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsServer3DExtension,PhysicsServer3D                < Object,📑,⭐⭐,2,❓,, - ,,-, - ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsServer3DManager,Object,📑,⭐⭐,2,❓,,3D Physics Serverの実装のマネージャー。,,Manager for 3D physics server implementations.,3D Physics Serverの実装のマネージャー。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsServer3DRenderingServerHandler,Object,📑,⭐,1,❓,, - ,,-, - ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsShapeQueryParameters2D,RefCounted                < Object,📑,⭐,1,❓,,2D Shape Physicsクエリに送信されるパラメーター。,,Parameters to be sent to a 2D shape physics query.,2D Shape Physicsクエリに送信されるパラメーター。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsShapeQueryParameters3D,RefCounted                < Object,📑,⭐,1,❓,,3D Shape Physicsクエリに送信されるパラメーター。,,Parameters to be sent to a 3D shape physics query.,3D Shape Physicsクエリに送信されるパラメーター。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsTestMotionParameters2D,RefCounted                < Object,📑,⭐,1,❓,,2Dボディモーションテストに送信されるパラメーター。,,Parameters to be sent to a 2D body motion test.,2Dボディモーションテストに送信されるパラメーター。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsTestMotionParameters3D,RefCounted                < Object,📑,⭐,1,❓,,3Dボディモーションテストに送信されるパラメーター。,,Parameters to be sent to a 3D body motion test.,3Dボディモーションテストに送信されるパラメーター。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsTestMotionResult2D,RefCounted                < Object,📑,⭐,1,❓,,2Dボディモーションテストの結果。,,Result from a 2D body motion test.,2Dボディモーションテストの結果。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
OtherObject,,Object,PhysicsTestMotionResult3D,RefCounted                < Object,📑,⭐,1,❓,,3Dボディモーションテストの結果。,,Result from a 3D body motion test.,3Dボディモーションテストの結果。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Node2D,,PinJoint2D,PinJoint2D,Joint2D                < Node2D < CanvasItem < Node < Object,📑,⭐⭐⭐,3,❓,,2D形状のピンジョイント。,,Pin joint for 2D shapes.,2D形状のピンジョイント。,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Node3D,,PinJoint3D,PinJoint3D,Joint3D                < Node3D < Node < Object,📑,⭐⭐⭐,3,❓,,3D物理ボディのピンジョイント。,,Pin joint for 3D PhysicsBodies.,3D物理ボディのピンジョイント。,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Resource,,Object,PlaceholderCubemap,PlaceholderTextureLayered                < TextureLayered < Texture < Resource < RefCounted < Object,📑,⭐,1,❓,,キューブマップテクスチャのプレースホルダークラス。,,Placeholder class for a cubemap texture.,キューブマップテクスチャのプレースホルダークラス。,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
